locus	compartment
AT1G18510	Membrane (unspecified)
AT1G18520	Membrane (unspecified)
AT1G18570	Nucleus
AT1G18580	Golgi
AT1G18590	Cytoplasm
AT1G18600	Mitochondrion
AT1G18630	Mitochondrion
AT1G18640	Chloroplast
AT1G18650	Plasma membrane
AT1G18690	Golgi
AT1G18730	Chloroplast
AT1G18740	Plasma membrane
AT1G18750	Nucleus
AT1G18790	Nucleus
AT1G18800	Cytoplasm
AT1G18830	Golgi
AT1G18835	Cytoplasm
AT1G18840	Nucleus
AT1G18860	Nucleus
AT1G18870	Chloroplast
AT1G18880	Plasma membrane
AT1G18890	Membrane (unspecified)
AT1G18910	Membrane (unspecified)
AT1G18950	Nucleus
AT1G18970	Cell wall / apoplast
AT1G18980	Cell wall / apoplast
AT1G18990	Membrane (unspecified)
AT1G19050	Nucleus
AT1G19090	Membrane (unspecified)
AT1G19100	Nucleus
AT1G19120	Cytoplasm
AT1G19150	Chloroplast
AT1G19180	Nucleus
AT1G19210	Nucleus
AT1G19220	Nucleus
AT1G19230	Membrane (unspecified)
AT1G19300	Endoplasmic reticulum
AT1G19350	Nucleus
AT1G19360	Golgi
AT1G19390	Membrane (unspecified)
AT1G19430	Golgi
AT1G19440	Membrane (unspecified)
AT1G19450	Membrane (unspecified)
AT1G19510	Nucleus
AT1G19520	Mitochondrion
AT1G19570	Mitochondrion
AT1G19580	Mitochondrion
AT1G19610	Cell wall / apoplast
AT1G19640	Cytoplasm
AT1G19650	Golgi
AT1G19660	Nucleus
AT1G19670	Cytoplasm
AT1G19700	Nucleus
AT1G19730	Cytoplasm
AT1G19770	Plasma membrane
AT1G19780	Plasma membrane
AT1G19790	Nucleus
AT1G19800	Chloroplast
AT1G19830	Plasma membrane
AT1G19850	Nucleus
AT1G19870	Nucleus
AT1G19890	Nucleus
AT1G19910	Vacuole
AT1G19920	Chloroplast
AT1G19940	Cell wall / apoplast
AT1G20000	Nucleus
AT1G20010	Cytoplasm
AT1G20020	Chloroplast
AT1G20050	Endoplasmic reticulum
AT1G20080	Golgi
AT1G20090	Cytoplasm
AT1G20110	Cytoplasm
AT1G20120	Cell wall / apoplast
AT1G20140	Nucleus
AT1G20150	Cell wall / apoplast
AT1G20160	Cell wall / apoplast
AT1G20180	Membrane (unspecified)
AT1G20190	Cell wall / apoplast
AT1G20260	Vacuole
AT1G20270	Endoplasmic reticulum
AT1G20300	Mitochondrion
AT1G20340	Chloroplast
AT1G20350	Mitochondrion
AT1G20480	Peroxisome
AT1G20490	Peroxisome
AT1G20500	Peroxisome
AT1G20510	Peroxisome
AT1G20550	Membrane (unspecified)
AT1G20560	Peroxisome
AT1G20575	Endoplasmic reticulum
AT1G20580	Cytoplasm
AT1G20600	Nucleus
AT1G20620	Peroxisome
AT1G20630	Cytoplasm
AT1G20640	Nucleus
AT1G20650	Plasma membrane
AT1G20693	Nucleus
AT1G20696	Nucleus
AT1G20700	Nucleus
AT1G20710	Nucleus
AT1G20810	Chloroplast
AT1G20816	Chloroplast
AT1G20823	Membrane (unspecified)
AT1G20830	Chloroplast
AT1G20840	Vacuole
AT1G20850	Vacuole
AT1G20860	Membrane (unspecified)
AT1G20870	Nucleus
AT1G20900	Nucleus
AT1G20910	Nucleus
AT1G20920	Nucleus
AT1G20925	Endoplasmic reticulum
AT1G20950	Cytoplasm
AT1G20960	Nucleus
AT1G20980	Nucleus
AT1G21070	Golgi
AT1G21140	Vacuole
AT1G21190	Cytoplasm
AT1G21210	Membrane (unspecified)
AT1G21230	Membrane (unspecified)
AT1G21240	Membrane (unspecified)
AT1G21250	Membrane (unspecified)
AT1G21270	Membrane (unspecified)
AT1G21310	Cell wall / apoplast
AT1G21320	Nucleus
AT1G21340	Nucleus
AT1G21380	Membrane (unspecified)
AT1G21400	Mitochondrion
AT1G21410	Nucleus
AT1G21450	Nucleus
AT1G21460	Plasma membrane
AT1G21600	Chloroplast
AT1G21610	Nucleus
AT1G21620	Cytoplasm
AT1G21640	Chloroplast
AT1G21650	Chloroplast
AT1G21690	Nucleus
AT1G21700	Nucleus
AT1G21710	Nucleus
AT1G21720	Cytoplasm
AT1G21730	Mitochondrion
AT1G21750	Endoplasmic reticulum
AT1G21760	Nucleus
AT1G21810	Other / unknown
AT1G21870	Golgi
AT1G21880	Plasma membrane
AT1G21890	Membrane (unspecified)
AT1G21900	Endoplasmic reticulum
AT1G21910	Nucleus
AT1G21970	Nucleus
AT1G22015	Golgi
AT1G22020	Cytoplasm
AT1G22050	Plasma membrane
AT1G22070	Nucleus
AT1G22130	Nucleus
AT1G22150	Membrane (unspecified)
AT1G22160	Nucleus
AT1G22170	Chloroplast
AT1G22190	Nucleus
AT1G22220	Nucleus
AT1G22240	Chloroplast
AT1G22260	Nucleus
AT1G22275	Nucleus
AT1G22280	Nucleus
AT1G22300	Nucleus
AT1G22310	Nucleus
AT1G22430	Cytoplasm
AT1G22440	Cytoplasm
AT1G22450	Mitochondrion
AT1G22460	Membrane (unspecified)
AT1G22470	Peroxisome
AT1G22490	Nucleus
AT1G22500	Membrane (unspecified)
AT1G22520	Mitochondrion
AT1G22530	Membrane (unspecified)
AT1G22540	Membrane (unspecified)
AT1G22550	Membrane (unspecified)
AT1G22570	Membrane (unspecified)
AT1G22610	Plasma membrane
AT1G22620	Vacuole
AT1G22640	Nucleus
AT1G22670	Membrane (unspecified)
AT1G22690	Cell wall / apoplast
AT1G22700	Chloroplast
AT1G22710	Plasma membrane
AT1G22730	Nucleus
AT1G22740	Plasma membrane
AT1G22760	Cytoplasm
AT1G22770	Nucleus
AT1G22780;	Cytoplasm
AT1G22800	Mitochondrion
AT1G22810	Nucleus
AT1G22840	Mitochondrion
AT1G22860	Membrane (unspecified)
AT1G22870	Golgi
AT1G22880	Cell wall / apoplast
AT1G22882	Nucleus
AT1G22885	Plasma membrane
AT1G22890	Plasma membrane
AT1G22900	Cell wall / apoplast
AT1G22920	Cytoplasm
AT1G22940	Chloroplast
AT1G22950	Nucleus
AT1G22960	Mitochondrion
AT1G22985	Nucleus
AT1G22990	Membrane (unspecified)
AT1G23010	Endoplasmic reticulum
AT1G23020	Mitochondrion
AT1G23070	Membrane (unspecified)
AT1G23080	Plasma membrane
AT1G23090	Membrane (unspecified)
AT1G23140	Plasma membrane
AT1G23145	Cell wall / apoplast
AT1G23147	Cell wall / apoplast
AT1G23190	Cytoplasm
AT1G23200	Cell wall / apoplast
AT1G23210	Cell wall / apoplast
AT1G23230	Nucleus
AT1G23240	Cell wall / apoplast
AT1G23250	Other / unknown
AT1G23300	Membrane (unspecified)
AT1G23310	Peroxisome
AT1G23320	Cytoplasm
AT1G23360	Chloroplast
AT1G23380	Nucleus
AT1G23400	Chloroplast
AT1G23410	Cytoplasm
AT1G23420	Nucleus
AT1G23465	Mitochondrion
AT1G23480	Golgi
AT1G23490	Golgi
AT1G23500	Cell wall / apoplast
AT1G23540	Plasma membrane
AT1G23550	Nucleus
AT1G23730	Cytoplasm
AT1G23740	Chloroplast
AT1G23760	Cell wall / apoplast
AT1G23780	Nucleus
AT1G23790	Cytoplasm
AT1G23800	Mitochondrion
AT1G23860	Nucleus
AT1G23900	Golgi
AT1G23980	Membrane (unspecified)
AT1G24030	Plasma membrane
AT1G24040	Chloroplast
AT1G24062	Cell wall / apoplast
AT1G24070	Golgi
AT1G24110	Cell wall / apoplast
AT1G24120	Membrane (unspecified)
AT1G24140	Plasma membrane
AT1G24150	Plasma membrane
AT1G24170	Golgi
AT1G24180	Mitochondrion
AT1G24190	Nucleus
AT1G24260	Nucleus
AT1G24280	Chloroplast
AT1G24310	Nucleus
AT1G24360	Chloroplast
AT1G24400	Plasma membrane
AT1G24460	Golgi
AT1G24470	Endoplasmic reticulum
AT1G24485	Membrane (unspecified)
AT1G24490	Chloroplast
AT1G24510	Cytoplasm
AT1G24520	Membrane (unspecified)
AT1G24590	Nucleus
AT1G24625	Nucleus
AT1G24650	Membrane (unspecified)
AT1G24706	Nucleus
AT1G24764	Cytoplasm
AT1G24793	Mitochondrion
AT1G24880	Mitochondrion
AT1G25054	Mitochondrion
AT1G25145	Mitochondrion
AT1G25210	Mitochondrion
AT1G25220	Chloroplast
AT1G25230	Cell wall / apoplast
AT1G25240	Membrane (unspecified)
AT1G25250	Nucleus
AT1G25270	Membrane (unspecified)
AT1G25280	Nucleus
AT1G25290	Chloroplast
AT1G25310	Nucleus
AT1G25330	Nucleus
AT1G25350	Cytoplasm
AT1G25380	Mitochondrion
AT1G25390	Plasma membrane
AT1G25410	Chloroplast
AT1G25425	Cell wall / apoplast
AT1G25440	Nucleus
AT1G25450	Membrane (unspecified)
AT1G25470	Nucleus
AT1G25480	Membrane (unspecified)
AT1G25490	Cytoplasm
AT1G25520	Membrane (unspecified)
AT1G25530	Plasma membrane
AT1G25540	Nucleus
AT1G25550	Nucleus
AT1G25560	Nucleus
AT1G25580	Nucleus
AT1G26090	Chloroplast
AT1G26100	Membrane (unspecified)
AT1G26110	Cytoplasm
AT1G26120	Endoplasmic reticulum
AT1G26130	Membrane (unspecified)
AT1G26150	Plasma membrane
AT1G26190	Mitochondrion
AT1G26210	Cytoplasm
AT1G26220	Chloroplast
AT1G26230	Chloroplast
AT1G26260	Nucleus
AT1G26310	Nucleus
AT1G26340	Chloroplast
AT1G26360	Chloroplast
AT1G26370	Nucleus
AT1G26380	Endoplasmic reticulum
AT1G26390	Cell wall / apoplast
AT1G26400	Cell wall / apoplast
AT1G26410	Cell wall / apoplast
AT1G26420	Cell wall / apoplast
AT1G26440	Membrane (unspecified)
AT1G26450	Plasma membrane
AT1G26460	Mitochondrion
AT1G26480	Nucleus
AT1G26600	Cell wall / apoplast
AT1G26630	Cytoplasm
AT1G26640	Cytoplasm
AT1G26665	Nucleus
AT1G26670	Golgi
AT1G26680	Nucleus
AT1G26690	Endoplasmic reticulum
AT1G26700	Membrane (unspecified)
AT1G26730	Plasma membrane
AT1G26770	Cell wall / apoplast
AT1G26780	Nucleus
AT1G26790	Nucleus
AT1G26800	Cytoplasm
AT1G26810	Golgi
AT1G26840	Nucleus
AT1G26850	Golgi
AT1G26870	Nucleus
AT1G26900	Mitochondrion
AT1G26940	Endoplasmic reticulum
AT1G26945	Cytoplasm
AT1G26960	Nucleus
AT1G26970	Plasma membrane
AT1G27040	Membrane (unspecified)
AT1G27045	Nucleus
AT1G27070	Chloroplast
AT1G27080	Plasma membrane
AT1G27120	Golgi
AT1G27130	Cytoplasm
AT1G27140	Cytoplasm
AT1G27190	Membrane (unspecified)
AT1G27200	Membrane (unspecified)
AT1G27310	Cytoplasm
AT1G27320	Plasma membrane
AT1G27360	Nucleus
AT1G27370	Nucleus
AT1G27380	Plasma membrane
AT1G27390	Mitochondrion
AT1G27440	Golgi
AT1G27450	Chloroplast
AT1G27480	Membrane (unspecified)
AT1G27510	Chloroplast
AT1G27520	Endoplasmic reticulum
AT1G27600	Golgi
AT1G27650	Nucleus
AT1G27660	Nucleus
AT1G27680	Chloroplast
AT1G27695	Chloroplast
AT1G27720	Nucleus
AT1G27730	Nucleus
AT1G27740	Nucleus
AT1G27770	Chloroplast
AT1G27820	Nucleus
AT1G27840	Nucleus
AT1G27880	Nucleus
AT1G27890	Nucleus
AT1G27920	Nucleus
AT1G27930	Golgi
AT1G27940	Membrane (unspecified)
AT1G27950	Plasma membrane
AT1G27970	Cytoplasm
AT1G27980	Endoplasmic reticulum
AT1G28010	Membrane (unspecified)
AT1G28040	Membrane (unspecified)
AT1G28050	Nucleus
AT1G28060	Nucleus
AT1G28110	Cell wall / apoplast
AT1G28150	Chloroplast
AT1G28160	Nucleus
AT1G28170	Cytoplasm
AT1G28210	Mitochondrion
AT1G28220	Membrane (unspecified)
AT1G28230	Plasma membrane
AT1G28240	Golgi
AT1G28270	Cell wall / apoplast
AT1G28280	Nucleus
AT1G28290	Cell wall / apoplast
AT1G28300	Nucleus
AT1G28310	Nucleus
AT1G28320	Peroxisome
AT1G28335	Cell wall / apoplast
AT1G28340	Plasma membrane
AT1G28350	Cytoplasm
AT1G28360	Nucleus
AT1G28370	Nucleus
AT1G28420	Nucleus
AT1G28440	Plasma membrane
AT1G28470	Nucleus
AT1G28480	Cytoplasm
AT1G28490	Golgi
AT1G28520	Cytoplasm
AT1G28550	Plasma membrane
AT1G28560	Nucleus
AT1G28570	Cell wall / apoplast
AT1G28580	Cell wall / apoplast
AT1G28590	Cell wall / apoplast
AT1G28600	Cell wall / apoplast
AT1G28610	Cell wall / apoplast
AT1G28640	Cell wall / apoplast
AT1G28650	Cell wall / apoplast
AT1G28660	Cell wall / apoplast
AT1G28670	Cell wall / apoplast
AT1G28690	Mitochondrion
AT1G28960	Mitochondrion
AT1G29050	Membrane (unspecified)
AT1G29060	Golgi
AT1G29070	Chloroplast
AT1G29160	Nucleus
AT1G29170	Cytoplasm
AT1G29200	Membrane (unspecified)
AT1G29260	Cytoplasm
AT1G29280	Nucleus
AT1G29290	Cell wall / apoplast
AT1G29330	Endoplasmic reticulum
AT1G29390	Chloroplast
AT1G29395	Chloroplast
AT1G29410	Chloroplast
AT1G29420	Plasma membrane
AT1G29430	Plasma membrane
AT1G29440	Plasma membrane
AT1G29450	Plasma membrane
AT1G29460	Plasma membrane
AT1G29470	Golgi
AT1G29490	Plasma membrane
AT1G29500	Plasma membrane
AT1G29510	Plasma membrane
AT1G29550	Nucleus
AT1G29590	Nucleus
AT1G29630	Nucleus
AT1G29640	Cytoplasm
AT1G29660	Cell wall / apoplast
AT1G29670	Cell wall / apoplast
AT1G29710	Mitochondrion
AT1G29720	Plasma membrane
AT1G29750	Membrane (unspecified)
AT1G29760	Endoplasmic reticulum
AT1G29790	Golgi
AT1G29810	Mitochondrion
AT1G29860	Nucleus
AT1G29870	Cytoplasm
AT1G29880	Mitochondrion
AT1G29890	Golgi
AT1G29900	Chloroplast
AT1G29910	Chloroplast
AT1G29920	Chloroplast
AT1G29930	Chloroplast
AT1G29940	Nucleus
AT1G29950	Nucleus
AT1G29990	Cytoplasm
AT1G30000	Golgi
AT1G30010	Mitochondrion
AT1G30100	Chloroplast
AT1G30120	Chloroplast
AT1G30135	Nucleus
AT1G30210	Nucleus
AT1G30220	Plasma membrane
AT1G30270	Plasma membrane
AT1G30330	Nucleus
AT1G30360	Membrane (unspecified)
AT1G30380	Chloroplast
AT1G30400	Vacuole
AT1G30410	Membrane (unspecified)
AT1G30420	Membrane (unspecified)
AT1G30450	Membrane (unspecified)
AT1G30460	Nucleus
AT1G30480	Nucleus
AT1G30490	Nucleus
AT1G30500	Nucleus
AT1G30510	Chloroplast
AT1G30520	Chloroplast
AT1G30560	Membrane (unspecified)
AT1G30570	Plasma membrane
AT1G30580	Cytoplasm
AT1G30600	Cell wall / apoplast
AT1G30610	Chloroplast
AT1G30620	Golgi
AT1G30630	Cytoplasm
AT1G30650	Nucleus
AT1G30670	Nucleus
AT1G30680	Chloroplast
AT1G30690	Membrane (unspecified)
AT1G30700	Cell wall / apoplast
AT1G30710	Cell wall / apoplast
AT1G30720	Cell wall / apoplast
AT1G30730	Cell wall / apoplast
AT1G30740	Cell wall / apoplast
AT1G30755	Nucleus
AT1G30760	Cell wall / apoplast
AT1G30810	Nucleus
AT1G30825	Cytoplasm
AT1G30840	Membrane (unspecified)
AT1G30870	Cell wall / apoplast
AT1G30900	Membrane (unspecified)
AT1G30935	Membrane (unspecified)
AT1G30950	Nucleus
AT1G30970	Nucleus
AT1G31010	Chloroplast
AT1G31020	Mitochondrion
AT1G31050	Nucleus
AT1G31120	Plasma membrane
AT1G31140	Nucleus
AT1G31170	Chloroplast
AT1G31180	Chloroplast
AT1G31190	Chloroplast
AT1G31220	Chloroplast
AT1G31230	Chloroplast
AT1G31260	Plasma membrane
AT1G31280	Endoplasmic reticulum
AT1G31330	Chloroplast
AT1G31340	Cytoplasm
AT1G31350	Nucleus
AT1G31360	Nucleus
AT1G31420	Plasma membrane
AT1G31440	Cytoplasm
AT1G31470	Membrane (unspecified)
AT1G31480	Vacuole
AT1G31500	Nucleus
AT1G31550	Cell wall / apoplast
AT1G31580	Cell wall / apoplast
AT1G31630	Nucleus
AT1G31640	Nucleus
AT1G31650	Plasma membrane
AT1G31660	Nucleus
AT1G31670	Cell wall / apoplast
AT1G31690	Peroxisome
AT1G31710	Peroxisome
AT1G31720	Plasma membrane
AT1G31730	Golgi
AT1G31740	Cell wall / apoplast
AT1G31770	Plasma membrane
AT1G31772	Cell wall / apoplast
AT1G31780	Golgi
AT1G31800	Chloroplast
AT1G31812	Cytoplasm
AT1G31817	Mitochondrion
AT1G31820	Plasma membrane
AT1G31830	Plasma membrane
AT1G31850	Golgi
AT1G31860	Chloroplast
AT1G31880	Nucleus
AT1G31885	Membrane (unspecified)
AT1G31910	Peroxisome
AT1G31930	Nucleus
AT1G31950	Cytoplasm
AT1G31970	Nucleus
AT1G32030	Nucleus
AT1G32050	Plasma membrane
AT1G32060	Chloroplast
AT1G32070	Chloroplast
AT1G32080	Chloroplast
AT1G32090	Golgi
AT1G32130	Nucleus
AT1G32150	Nucleus
AT1G32170	Cell wall / apoplast
AT1G32180	Golgi
AT1G32200	Chloroplast
AT1G32210	Endoplasmic reticulum
AT1G32220	Chloroplast
AT1G32230	Nucleus
AT1G32240	Nucleus
AT1G32330	Cytoplasm
AT1G32350	Mitochondrion
AT1G32361	Membrane (unspecified)
AT1G32380	Chloroplast
AT1G32400	Vacuole
AT1G32410	Membrane (unspecified)
AT1G32415	Mitochondrion
AT1G32440	Chloroplast
AT1G32450	Plasma membrane
AT1G32470	Mitochondrion
AT1G32500	Chloroplast
AT1G32540	Nucleus
AT1G32550	Chloroplast
AT1G32580	Mitochondrion
AT1G32585	Nucleus
AT1G32640	Nucleus
AT1G32710	Mitochondrion
AT1G32750	Nucleus
AT1G32763	Cell wall / apoplast
AT1G32770	Nucleus
AT1G32780	Cytoplasm
AT1G32790	Nucleus
AT1G32860	Cell wall / apoplast
AT1G32870	Endoplasmic reticulum
AT1G32900	Chloroplast
AT1G32930	Golgi
AT1G32940	Cell wall / apoplast
AT1G32950	Cell wall / apoplast
AT1G32960	Cell wall / apoplast
AT1G32970	Cell wall / apoplast
AT1G32990	Chloroplast
AT1G33060	Membrane (unspecified)
AT1G33080	Membrane (unspecified)
AT1G33090	Membrane (unspecified)
AT1G33100	Membrane (unspecified)
AT1G33110	Membrane (unspecified)
AT1G33170	Endoplasmic reticulum
AT1G33240	Nucleus
AT1G33265	Chloroplast
AT1G33280	Nucleus
AT1G33340	Membrane (unspecified)
AT1G33360	Mitochondrion
AT1G33410	Nucleus
AT1G33420	Nucleus
AT1G33430	Golgi
AT1G33440	Membrane (unspecified)
AT1G33475	Membrane (unspecified)
AT1G33480	Membrane (unspecified)
AT1G33520	Nucleus
AT1G33540	Cell wall / apoplast
AT1G33607	Cell wall / apoplast
AT1G33750	Cytoplasm
AT1G33760	Nucleus
AT1G33800	Golgi
AT1G33811	Cell wall / apoplast
AT1G33980	Nucleus
AT1G33990	Chloroplast
AT1G34000	Chloroplast
AT1G34020	Golgi
AT1G34030;	Cytoplasm
AT1G34040	Membrane (unspecified)
AT1G34047	Cell wall / apoplast
AT1G34060	Membrane (unspecified)
AT1G34065	Chloroplast
AT1G34110	Membrane (unspecified)
AT1G34130	Endoplasmic reticulum
AT1G34140	Cytoplasm
AT1G34170	Nucleus
AT1G34180	Membrane (unspecified)
AT1G34190	Endoplasmic reticulum
AT1G34210	Plasma membrane
AT1G34245	Cell wall / apoplast
AT1G34290	Plasma membrane
AT1G34300	Plasma membrane
AT1G34310	Nucleus
AT1G34320	Nucleus
AT1G34360	Mitochondrion
AT1G34370	Nucleus
AT1G34390	Nucleus
AT1G34410	Nucleus
AT1G34430	Chloroplast
AT1G34470	Plasma membrane
AT1G34490	Membrane (unspecified)
AT1G34500	Membrane (unspecified)
AT1G34510	Cell wall / apoplast
AT1G34520	Membrane (unspecified)
AT1G34575	Cell wall / apoplast
AT1G34580	Membrane (unspecified)
AT1G34650	Nucleus
AT1G34670	Nucleus
AT1G34760	Nucleus
AT1G34780	Membrane (unspecified)
AT1G34790	Nucleus
AT1G35140	Cell wall / apoplast
AT1G35160	Nucleus
AT1G35210	Peroxisome
AT1G35230	Plasma membrane
AT1G35240	Nucleus
AT1G35250	Chloroplast
AT1G35290	Chloroplast
AT1G35330	Membrane (unspecified)
AT1G35350	Plasma membrane
AT1G35435	Cell wall / apoplast
AT1G35460	Nucleus
AT1G35467	Cell wall / apoplast
AT1G35470	Cytoplasm
AT1G35510	Membrane (unspecified)
AT1G35515	Nucleus
AT1G35520	Nucleus
AT1G35530	Nucleus
AT1G35537	Cell wall / apoplast
AT1G35540	Nucleus
AT1G35560	Nucleus
AT1G35580	Cytoplasm
AT1G35620	Membrane (unspecified)
AT1G35625	Membrane (unspecified)
AT1G35630	Membrane (unspecified)
AT1G35670	Cytoplasm
AT1G35680	Chloroplast
AT1G35710	Membrane (unspecified)
AT1G35720	Cytoplasm
AT1G35730	Cytoplasm
AT1G35750	Cytoplasm
AT1G35850	Cytoplasm
AT1G36045	Other / unknown
AT1G36060	Nucleus
AT1G36150	Plasma membrane
AT1G36160	Cytoplasm
AT1G36180	Cytoplasm
AT1G36370	Cytoplasm
AT1G36622	Plasma membrane
AT1G36640	Plasma membrane
AT1G37150	Cytoplasm
AT1G38131	Membrane (unspecified)
AT1G42430	Chloroplast
AT1G42540	Plasma membrane
AT1G42550	Cytoplasm
AT1G42560	Membrane (unspecified)
AT1G42970	Chloroplast
AT1G42990	Endoplasmic reticulum
AT1G43130	Membrane (unspecified)
AT1G43160	Nucleus
AT1G43170	Cytoplasm
AT1G43171	Nucleus
AT1G43190	Nucleus
AT1G43560	Chloroplast
AT1G43580	Membrane (unspecified)
AT1G43650	Membrane (unspecified)
AT1G43670	Cytoplasm
AT1G43700	Cytoplasm
AT1G43710	Cytoplasm
AT1G43780	Cell wall / apoplast
AT1G43790	Plasma membrane
AT1G43800	Chloroplast
AT1G43850	Nucleus
AT1G43890	Plasma membrane
AT1G43900	Membrane (unspecified)
AT1G43910	Membrane (unspecified)
AT1G43920	Chloroplast
AT1G43950	Nucleus
AT1G43980	Mitochondrion
AT1G44000	Chloroplast
AT1G44100	Plasma membrane
AT1G44120	Plasma membrane
AT1G44318	Chloroplast
AT1G44446	Chloroplast
AT1G44542	Cell wall / apoplast
AT1G44575	Chloroplast
AT1G44750	Membrane (unspecified)
AT1G44790	Cytoplasm
AT1G44800	Membrane (unspecified)
AT1G44830	Nucleus
AT1G44900	Nucleus
AT1G44910	Nucleus
AT1G44970	Cell wall / apoplast
AT1G45000	Cytoplasm
AT1G45130	Cell wall / apoplast
AT1G45145	Cytoplasm
AT1G45170	Chloroplast
AT1G45230	Chloroplast
AT1G45233	Nucleus
AT1G45249	Nucleus
AT1G45332	Mitochondrion
AT1G45474	Chloroplast
AT1G45616	Plasma membrane
AT1G46264	Cytoplasm
AT1G46408	Nucleus
AT1G46480	Nucleus
AT1G46768	Nucleus
AT1G47128	Vacuole
AT1G47200	Nucleus
AT1G47240	Membrane (unspecified)
AT1G47250	Cytoplasm
AT1G47260	Mitochondrion
AT1G47290	Endoplasmic reticulum
AT1G47317	Cell wall / apoplast
AT1G47320	Cell wall / apoplast
AT1G47330	Membrane (unspecified)
AT1G47370	Cytoplasm
AT1G47420	Mitochondrion
AT1G47485	Cell wall / apoplast
AT1G47490	Nucleus
AT1G47500	Nucleus
AT1G47510	Plasma membrane
AT1G47530	Membrane (unspecified)
AT1G47540	Cell wall / apoplast
AT1G47550	Cytoplasm
AT1G47578	Chloroplast
AT1G47580	Chloroplast
AT1G47590	Membrane (unspecified)
AT1G47603	Membrane (unspecified)
AT1G47655	Nucleus
AT1G47670	Plasma membrane
AT1G47710	Cell wall / apoplast
AT1G47720	Mitochondrion
AT1G47750	Peroxisome
AT1G47830	Plasma membrane
AT1G47870	Cytoplasm
AT1G47890	Plasma membrane
AT1G47960	Vacuole
AT1G48020	Cell wall / apoplast
AT1G48030	Mitochondrion
AT1G48050	Nucleus
AT1G48100	Cell wall / apoplast
AT1G48120	Nucleus
AT1G48130	Nucleus
AT1G48140	Endoplasmic reticulum
AT1G48160	Cytoplasm
AT1G48175	Nucleus
AT1G48210	Cytoplasm
AT1G48220	Cytoplasm
AT1G48230	Membrane (unspecified)
AT1G48240	Membrane (unspecified)
AT1G48270	Plasma membrane
AT1G48280	Cytoplasm
AT1G48320	Peroxisome
AT1G48350	Chloroplast
AT1G48360	Nucleus
AT1G48370	Membrane (unspecified)
AT1G48380	Nucleus
AT1G48405	Cytoplasm
AT1G48410	Cytoplasm
AT1G48420	Mitochondrion
AT1G48470	Cytoplasm
AT1G48480	Plasma membrane
AT1G48500	Nucleus
AT1G48510	Mitochondrion
AT1G48520	Mitochondrion
AT1G48590	Plasma membrane
AT1G48600	Cytoplasm
AT1G48610	Nucleus
AT1G48635	Peroxisome
AT1G48640	Plasma membrane
AT1G48760	Cytoplasm
AT1G48790	Membrane (unspecified)
AT1G48800	Cytoplasm
AT1G48850	Chloroplast
AT1G48880	Membrane (unspecified)
AT1G48900	Cytoplasm
AT1G48920	Nucleus
AT1G48930	Cell wall / apoplast
AT1G48940	Plasma membrane
AT1G49005	Cell wall / apoplast
AT1G49030	Membrane (unspecified)
AT1G49040	Plasma membrane
AT1G49050	Membrane (unspecified)
AT1G49120	Nucleus
AT1G49130	Nucleus
AT1G49140	Mitochondrion
AT1G49180	Cytoplasm
AT1G49190	Nucleus
AT1G49200	Membrane (unspecified)
AT1G49210	Membrane (unspecified)
AT1G49220	Membrane (unspecified)
AT1G49230	Membrane (unspecified)
AT1G49240	Cytoplasm
AT1G49270	Plasma membrane
AT1G49300	Plasma membrane
AT1G49320	Vacuole
AT1G49340	Membrane (unspecified)
AT1G49350	Peroxisome
AT1G49380	Chloroplast
AT1G49405	Plasma membrane
AT1G49410	Mitochondrion
AT1G49430	Endoplasmic reticulum
AT1G49435	Cell wall / apoplast
AT1G49475	Nucleus
AT1G49480	Nucleus
AT1G49490	Cell wall / apoplast
AT1G49530	Mitochondrion
AT1G49540	Cytoplasm
AT1G49560	Nucleus
AT1G49570	Cell wall / apoplast
AT1G49580	Membrane (unspecified)
AT1G49590	Nucleus
AT1G49600	Nucleus
AT1G49620	Nucleus
AT1G49630	Chloroplast
AT1G49650	Mitochondrion
AT1G49710	Golgi
AT1G49715	Cell wall / apoplast
AT1G49720	Nucleus
AT1G49730	Plasma membrane
AT1G49760	Cytoplasm
AT1G49770	Nucleus
AT1G49800	Cell wall / apoplast
AT1G49810	Membrane (unspecified)
AT1G49860	Cytoplasm
AT1G49880	Mitochondrion
AT1G49910	Nucleus
AT1G49950	Nucleus
AT1G49960	Membrane (unspecified)
AT1G49970	Chloroplast
AT1G49980	Nucleus
AT1G50010	Cytoplasm
AT1G50030	Cytoplasm
AT1G50110	Cytoplasm
AT1G50170	Chloroplast
AT1G50200	Mitochondrion
AT1G50220	Nucleus
AT1G50240	Cytoplasm
AT1G50250	Chloroplast
AT1G50300	Nucleus
AT1G50310	Membrane (unspecified)
AT1G50320	Chloroplast
AT1G50370	Cytoplasm
AT1G50400	Mitochondrion
AT1G50410	Nucleus
AT1G50420	Nucleus
AT1G50430	Endoplasmic reticulum
AT1G50460	Mitochondrion
AT1G50500	Cytoplasm
AT1G50510	Peroxisome
AT1G50590	Nucleus
AT1G50600	Nucleus
AT1G50610	Plasma membrane
AT1G50640	Nucleus
AT1G50650	Cell wall / apoplast
AT1G50680	Nucleus
AT1G50700	Plasma membrane
AT1G50710	Cytoplasm
AT1G50740	Membrane (unspecified)
AT1G50840	Chloroplast
AT1G50890	Cytoplasm
AT1G50900	Chloroplast
AT1G50920	Nucleus
AT1G50940	Mitochondrion
AT1G50970	Cytoplasm
